146,74,32,14,16,16,7,12,12,7,8,7,9,5,8,6,4,6,5,5,3,3,3,1,3
74,93,22,11,18,11,4,8,8,7,8,9,8,4,7,3,4,6,4,5,3,1,1,2,2
32,22,42,5,4,4,2,3,4,1,1,3,2,1,3,2,0,1,0,1,2,1,0,2,1
14,11,5,16,2,1,0,0,3,4,0,3,2,3,4,1,2,3,2,0,1,1,1,0,0
16,18,4,2,19,2,0,1,3,3,2,1,3,1,2,0,2,3,2,1,0,0,0,1,0
16,11,4,1,2,19,3,5,4,2,3,1,1,0,1,1,0,0,1,1,1,0,1,1,0
7,4,2,0,0,3,10,7,4,0,2,1,1,0,0,0,0,1,0,1,0,1,1,0,0
12,8,3,0,1,5,7,15,4,0,2,1,1,0,0,0,0,1,1,1,0,1,2,0,0
12,8,4,3,3,4,4,4,13,3,3,2,2,1,1,1,1,1,1,0,1,1,2,1,0
7,7,1,4,3,2,0,0,3,8,0,1,2,1,2,0,2,2,2,1,1,0,0,0,0
8,8,1,0,2,3,2,2,3,0,9,1,2,0,0,1,1,0,1,0,0,1,0,1,1
7,9,3,3,1,1,1,1,2,1,1,10,1,1,0,0,0,0,0,1,0,1,0,0,0
9,8,2,2,3,1,1,1,2,2,2,1,11,1,3,0,2,3,3,0,0,1,0,0,0
5,4,1,3,1,0,0,0,1,1,0,1,1,5,2,1,1,2,1,0,0,0,0,0,0
8,7,3,4,2,1,0,0,1,2,0,0,3,2,8,2,3,3,2,0,1,0,0,0,0
6,3,2,1,0,1,0,0,1,0,1,0,0,1,2,7,0,1,1,0,0,0,0,0,0
4,4,0,2,2,0,0,0,1,2,1,0,2,1,3,0,4,2,2,0,1,0,0,0,1
6,6,1,3,3,0,1,1,1,2,0,0,3,2,3,1,2,7,2,0,0,0,0,0,0
5,4,0,2,2,1,0,1,1,2,1,0,3,1,2,1,2,2,6,0,0,0,0,0,0
5,5,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0
3,3,2,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0
3,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0
3,1,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1,2,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
