45,22,12,4,4,5,3,5,1,2,1,3,4,0,2,2,1,3,5,3,1,1,1,0,0
29,25,12,2,6,5,2,3,2,3,4,2,1,0,3,1,2,2,3,3,2,1,0,0,0
38,25,10,4,5,7,4,5,5,2,4,2,3,1,2,3,1,2,1,2,0,1,0,0,1
17,9,7,3,0,4,1,2,1,1,1,1,1,1,2,1,1,0,1,0,0,0,0,0,1
11,7,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,13,7,0,3,0,0,0,1,1,0,2,2,0,1,1,0,1,0,1,1,0,0,1,0
17,12,2,0,3,4,1,1,0,1,3,0,1,1,1,2,0,1,1,2,0,1,0,0,0
12,2,1,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,4,3,0,2,0,1,1,1,0,1,1,2,1,1,0,2,0,0,1,0,0,0,0
9,7,2,4,0,1,1,2,3,1,1,2,1,3,1,1,0,1,0,0,1,1,1,0,0
9,4,3,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0
5,3,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,5,2,0,3,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
5,6,2,0,1,0,0,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1
9,4,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,2,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
5,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,2,1,1,0,0,0,0,1,0,0,3,0,1,0,1,1,2,0,0,0,0,0,0
3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
